search_term,date,interest_score,year,month
yoga benefits,2004-02-01,46,2004,2
yoga benefits,2004-03-01,40,2004,3
yoga benefits,2004-04-01,41,2004,4
yoga benefits,2004-05-01,32,2004,5
yoga benefits,2004-06-01,34,2004,6
yoga benefits,2004-07-01,33,2004,7
yoga benefits,2004-08-01,36,2004,8
yoga benefits,2004-09-01,35,2004,9
yoga benefits,2004-10-01,38,2004,10
yoga benefits,2004-11-01,36,2004,11
yoga benefits,2004-12-01,33,2004,12
yoga benefits,2005-01-01,48,2005,1
yoga benefits,2005-02-01,44,2005,2
yoga benefits,2005-03-01,39,2005,3
yoga benefits,2005-04-01,42,2005,4
yoga benefits,2005-05-01,32,2005,5
yoga benefits,2005-06-01,32,2005,6
yoga benefits,2005-07-01,32,2005,7
yoga benefits,2005-08-01,33,2005,8
yoga benefits,2005-09-01,38,2005,9
yoga benefits,2005-10-01,36,2005,10
yoga benefits,2005-11-01,43,2005,11
yoga benefits,2005-12-01,30,2005,12
yoga benefits,2006-01-01,42,2006,1
yoga benefits,2006-02-01,43,2006,2
yoga benefits,2006-03-01,37,2006,3
yoga benefits,2006-04-01,40,2006,4
yoga benefits,2006-05-01,41,2006,5
yoga benefits,2006-06-01,36,2006,6
yoga benefits,2006-07-01,36,2006,7
yoga benefits,2006-08-01,33,2006,8
yoga benefits,2006-09-01,34,2006,9
yoga benefits,2006-10-01,34,2006,10
yoga benefits,2006-11-01,33,2006,11
yoga benefits,2006-12-01,27,2006,12
yoga benefits,2007-01-01,36,2007,1
yoga benefits,2007-02-01,38,2007,2
yoga benefits,2007-03-01,35,2007,3
yoga benefits,2007-04-01,36,2007,4
yoga benefits,2007-05-01,33,2007,5
yoga benefits,2007-06-01,33,2007,6
yoga benefits,2007-07-01,29,2007,7
yoga benefits,2007-08-01,31,2007,8
yoga benefits,2007-09-01,31,2007,9
yoga benefits,2007-10-01,36,2007,10
yoga benefits,2007-11-01,33,2007,11
yoga benefits,2007-12-01,28,2007,12
yoga benefits,2008-01-01,41,2008,1
yoga benefits,2008-02-01,40,2008,2
yoga benefits,2008-03-01,35,2008,3
yoga benefits,2008-04-01,40,2008,4
yoga benefits,2008-05-01,33,2008,5
yoga benefits,2008-06-01,35,2008,6
yoga benefits,2008-07-01,36,2008,7
yoga benefits,2008-08-01,30,2008,8
yoga benefits,2008-09-01,36,2008,9
yoga benefits,2008-10-01,37,2008,10
yoga benefits,2008-11-01,36,2008,11
yoga benefits,2008-12-01,31,2008,12
yoga benefits,2009-01-01,40,2009,1
yoga benefits,2009-02-01,45,2009,2
yoga benefits,2009-03-01,43,2009,3
yoga benefits,2009-04-01,48,2009,4
yoga benefits,2009-05-01,46,2009,5
yoga benefits,2009-06-01,42,2009,6
yoga benefits,2009-07-01,45,2009,7
yoga benefits,2009-08-01,48,2009,8
yoga benefits,2009-09-01,52,2009,9
yoga benefits,2009-10-01,49,2009,10
yoga benefits,2009-11-01,52,2009,11
yoga benefits,2009-12-01,45,2009,12
yoga benefits,2010-01-01,66,2010,1
yoga benefits,2010-02-01,67,2010,2
yoga benefits,2010-03-01,61,2010,3
yoga benefits,2010-04-01,63,2010,4
yoga benefits,2010-05-01,61,2010,5
yoga benefits,2010-06-01,55,2010,6
yoga benefits,2010-07-01,61,2010,7
yoga benefits,2010-08-01,56,2010,8
yoga benefits,2010-09-01,66,2010,9
yoga benefits,2010-10-01,71,2010,10
yoga benefits,2010-11-01,70,2010,11
yoga benefits,2010-12-01,64,2010,12
yoga benefits,2011-01-01,81,2011,1
yoga benefits,2011-02-01,78,2011,2
yoga benefits,2011-03-01,73,2011,3
yoga benefits,2011-04-01,70,2011,4
yoga benefits,2011-05-01,76,2011,5
yoga benefits,2011-06-01,68,2011,6
yoga benefits,2011-07-01,64,2011,7
yoga benefits,2011-08-01,70,2011,8
yoga benefits,2011-09-01,70,2011,9
yoga benefits,2011-10-01,65,2011,10
yoga benefits,2011-11-01,57,2011,11
yoga benefits,2011-12-01,50,2011,12
yoga benefits,2012-01-01,74,2012,1
yoga benefits,2012-02-01,66,2012,2
yoga benefits,2012-03-01,58,2012,3
yoga benefits,2012-04-01,64,2012,4
yoga benefits,2012-05-01,62,2012,5
yoga benefits,2012-06-01,62,2012,6
yoga benefits,2012-07-01,64,2012,7
yoga benefits,2012-08-01,62,2012,8
yoga benefits,2012-09-01,64,2012,9
yoga benefits,2012-10-01,68,2012,10
yoga benefits,2012-11-01,58,2012,11
yoga benefits,2012-12-01,54,2012,12
yoga benefits,2013-01-01,73,2013,1
yoga benefits,2013-02-01,75,2013,2
yoga benefits,2013-03-01,68,2013,3
yoga benefits,2013-04-01,68,2013,4
yoga benefits,2013-05-01,63,2013,5
yoga benefits,2013-06-01,63,2013,6
yoga benefits,2013-07-01,70,2013,7
yoga benefits,2013-08-01,62,2013,8
yoga benefits,2013-09-01,64,2013,9
yoga benefits,2013-10-01,69,2013,10
yoga benefits,2013-11-01,66,2013,11
yoga benefits,2013-12-01,57,2013,12
yoga benefits,2014-01-01,76,2014,1
yoga benefits,2014-02-01,74,2014,2
yoga benefits,2014-03-01,70,2014,3
yoga benefits,2014-04-01,68,2014,4
yoga benefits,2014-05-01,65,2014,5
yoga benefits,2014-06-01,66,2014,6
yoga benefits,2014-07-01,66,2014,7
yoga benefits,2014-08-01,66,2014,8
yoga benefits,2014-09-01,63,2014,9
yoga benefits,2014-10-01,63,2014,10
yoga benefits,2014-11-01,61,2014,11
yoga benefits,2014-12-01,57,2014,12
yoga benefits,2015-01-01,70,2015,1
yoga benefits,2015-02-01,69,2015,2
yoga benefits,2015-03-01,62,2015,3
yoga benefits,2015-04-01,66,2015,4
yoga benefits,2015-05-01,62,2015,5
yoga benefits,2015-06-01,88,2015,6
yoga benefits,2015-07-01,72,2015,7
yoga benefits,2015-08-01,68,2015,8
yoga benefits,2015-09-01,64,2015,9
yoga benefits,2015-10-01,69,2015,10
yoga benefits,2015-11-01,60,2015,11
yoga benefits,2015-12-01,55,2015,12
yoga benefits,2016-01-01,69,2016,1
yoga benefits,2016-02-01,62,2016,2
yoga benefits,2016-03-01,58,2016,3
yoga benefits,2016-04-01,59,2016,4
yoga benefits,2016-05-01,60,2016,5
yoga benefits,2016-06-01,72,2016,6
yoga benefits,2016-07-01,61,2016,7
yoga benefits,2016-08-01,57,2016,8
yoga benefits,2016-09-01,63,2016,9
yoga benefits,2016-10-01,56,2016,10
yoga benefits,2016-11-01,54,2016,11
yoga benefits,2016-12-01,54,2016,12
yoga benefits,2017-01-01,66,2017,1
yoga benefits,2017-02-01,68,2017,2
yoga benefits,2017-03-01,63,2017,3
yoga benefits,2017-04-01,59,2017,4
yoga benefits,2017-05-01,63,2017,5
yoga benefits,2017-06-01,75,2017,6
yoga benefits,2017-07-01,66,2017,7
yoga benefits,2017-08-01,57,2017,8
yoga benefits,2017-09-01,59,2017,9
yoga benefits,2017-10-01,59,2017,10
yoga benefits,2017-11-01,62,2017,11
yoga benefits,2017-12-01,53,2017,12
yoga benefits,2018-01-01,77,2018,1
yoga benefits,2018-02-01,68,2018,2
yoga benefits,2018-03-01,62,2018,3
yoga benefits,2018-04-01,60,2018,4
yoga benefits,2018-05-01,58,2018,5
yoga benefits,2018-06-01,73,2018,6
yoga benefits,2018-07-01,61,2018,7
yoga benefits,2018-08-01,57,2018,8
yoga benefits,2018-09-01,60,2018,9
yoga benefits,2018-10-01,59,2018,10
yoga benefits,2018-11-01,52,2018,11
yoga benefits,2018-12-01,55,2018,12
yoga benefits,2019-01-01,66,2019,1
yoga benefits,2019-02-01,65,2019,2
yoga benefits,2019-03-01,59,2019,3
yoga benefits,2019-04-01,58,2019,4
yoga benefits,2019-05-01,54,2019,5
yoga benefits,2019-06-01,75,2019,6
yoga benefits,2019-07-01,60,2019,7
yoga benefits,2019-08-01,56,2019,8
yoga benefits,2019-09-01,60,2019,9
yoga benefits,2019-10-01,54,2019,10
yoga benefits,2019-11-01,61,2019,11
yoga benefits,2019-12-01,52,2019,12
yoga benefits,2020-01-01,70,2020,1
yoga benefits,2020-02-01,69,2020,2
yoga benefits,2020-03-01,61,2020,3
yoga benefits,2020-04-01,88,2020,4
yoga benefits,2020-05-01,81,2020,5
yoga benefits,2020-06-01,88,2020,6
yoga benefits,2020-07-01,69,2020,7
yoga benefits,2020-08-01,59,2020,8
yoga benefits,2020-09-01,74,2020,9
yoga benefits,2020-10-01,69,2020,10
yoga benefits,2020-11-01,51,2020,11
yoga benefits,2020-12-01,53,2020,12
yoga benefits,2021-01-01,61,2021,1
yoga benefits,2021-02-01,64,2021,2
yoga benefits,2021-03-01,65,2021,3
yoga benefits,2021-04-01,61,2021,4
yoga benefits,2021-05-01,71,2021,5
yoga benefits,2021-06-01,92,2021,6
yoga benefits,2021-07-01,61,2021,7
yoga benefits,2021-08-01,53,2021,8
yoga benefits,2021-09-01,53,2021,9
yoga benefits,2021-10-01,54,2021,10
yoga benefits,2021-11-01,53,2021,11
yoga benefits,2021-12-01,47,2021,12
yoga benefits,2022-01-01,75,2022,1
yoga benefits,2022-02-01,86,2022,2
yoga benefits,2022-03-01,79,2022,3
yoga benefits,2022-04-01,70,2022,4
yoga benefits,2022-05-01,70,2022,5
yoga benefits,2022-06-01,100,2022,6
yoga benefits,2022-07-01,67,2022,7
yoga benefits,2022-08-01,66,2022,8
yoga benefits,2022-09-01,72,2022,9
yoga benefits,2022-10-01,62,2022,10
yoga benefits,2022-11-01,66,2022,11
yoga benefits,2022-12-01,61,2022,12
yoga benefits,2023-01-01,82,2023,1
yoga benefits,2023-02-01,76,2023,2
yoga benefits,2023-03-01,74,2023,3
yoga benefits,2023-04-01,63,2023,4
yoga benefits,2023-05-01,64,2023,5
yoga benefits,2023-06-01,99,2023,6
yoga benefits,2023-07-01,69,2023,7
yoga benefits,2023-08-01,62,2023,8
yoga benefits,2023-09-01,65,2023,9
yoga benefits,2023-10-01,67,2023,10
yoga benefits,2023-11-01,57,2023,11
yoga benefits,2023-12-01,57,2023,12
yoga benefits,2024-01-01,69,2024,1
yoga benefits,2024-02-01,61,2024,2
yoga benefits,2024-03-01,59,2024,3
yoga benefits,2024-04-01,51,2024,4
yoga benefits,2024-05-01,49,2024,5
yoga benefits,2024-06-01,66,2024,6
yoga benefits,2024-07-01,51,2024,7
yoga benefits,2024-08-01,46,2024,8
yoga benefits,2024-09-01,48,2024,9
yoga benefits,2024-10-01,53,2024,10
keto diet,2004-01-01,0,2004,1
keto diet,2004-02-01,0,2004,2
keto diet,2004-03-01,0,2004,3
keto diet,2004-04-01,0,2004,4
keto diet,2004-05-01,0,2004,5
keto diet,2004-06-01,0,2004,6
keto diet,2004-07-01,0,2004,7
keto diet,2004-08-01,0,2004,8
keto diet,2004-09-01,0,2004,9
keto diet,2004-10-01,0,2004,10
keto diet,2004-11-01,0,2004,11
keto diet,2004-12-01,0,2004,12
keto diet,2005-01-01,0,2005,1
keto diet,2005-02-01,0,2005,2
keto diet,2005-03-01,0,2005,3
keto diet,2005-04-01,0,2005,4
keto diet,2005-05-01,0,2005,5
keto diet,2005-06-01,0,2005,6
keto diet,2005-07-01,0,2005,7
keto diet,2005-08-01,0,2005,8
keto diet,2005-09-01,0,2005,9
keto diet,2005-10-01,0,2005,10
keto diet,2005-11-01,0,2005,11
keto diet,2005-12-01,0,2005,12
keto diet,2006-01-01,0,2006,1
keto diet,2006-02-01,0,2006,2
keto diet,2006-03-01,0,2006,3
keto diet,2006-04-01,0,2006,4
keto diet,2006-05-01,0,2006,5
keto diet,2006-06-01,0,2006,6
keto diet,2006-07-01,0,2006,7
keto diet,2006-08-01,0,2006,8
keto diet,2006-09-01,0,2006,9
keto diet,2006-10-01,0,2006,10
keto diet,2006-11-01,0,2006,11
keto diet,2006-12-01,0,2006,12
keto diet,2007-01-01,0,2007,1
keto diet,2007-02-01,0,2007,2
keto diet,2007-03-01,0,2007,3
keto diet,2007-04-01,0,2007,4
keto diet,2007-05-01,0,2007,5
keto diet,2007-06-01,0,2007,6
keto diet,2007-07-01,0,2007,7
keto diet,2007-08-01,0,2007,8
keto diet,2007-09-01,0,2007,9
keto diet,2007-10-01,0,2007,10
keto diet,2007-11-01,0,2007,11
keto diet,2007-12-01,0,2007,12
keto diet,2008-01-01,0,2008,1
keto diet,2008-02-01,0,2008,2
keto diet,2008-03-01,0,2008,3
keto diet,2008-04-01,0,2008,4
keto diet,2008-05-01,0,2008,5
keto diet,2008-06-01,0,2008,6
keto diet,2008-07-01,0,2008,7
keto diet,2008-08-01,0,2008,8
keto diet,2008-09-01,0,2008,9
keto diet,2008-10-01,0,2008,10
keto diet,2008-11-01,0,2008,11
keto diet,2008-12-01,0,2008,12
keto diet,2009-01-01,0,2009,1
keto diet,2009-02-01,0,2009,2
keto diet,2009-03-01,0,2009,3
keto diet,2009-04-01,0,2009,4
keto diet,2009-05-01,0,2009,5
keto diet,2009-06-01,0,2009,6
keto diet,2009-07-01,0,2009,7
keto diet,2009-08-01,0,2009,8
keto diet,2009-09-01,0,2009,9
keto diet,2009-10-01,0,2009,10
keto diet,2009-11-01,0,2009,11
keto diet,2009-12-01,0,2009,12
keto diet,2010-01-01,0,2010,1
keto diet,2010-02-01,0,2010,2
keto diet,2010-03-01,0,2010,3
keto diet,2010-04-01,0,2010,4
keto diet,2010-05-01,0,2010,5
keto diet,2010-06-01,0,2010,6
keto diet,2010-07-01,0,2010,7
keto diet,2010-08-01,0,2010,8
keto diet,2010-09-01,0,2010,9
keto diet,2010-10-01,0,2010,10
keto diet,2010-11-01,0,2010,11
keto diet,2010-12-01,0,2010,12
keto diet,2011-01-01,0,2011,1
keto diet,2011-02-01,0,2011,2
keto diet,2011-03-01,0,2011,3
keto diet,2011-04-01,1,2011,4
keto diet,2011-05-01,0,2011,5
keto diet,2011-06-01,1,2011,6
keto diet,2011-07-01,0,2011,7
keto diet,2011-08-01,0,2011,8
keto diet,2011-09-01,0,2011,9
keto diet,2011-10-01,0,2011,10
keto diet,2011-11-01,0,2011,11
keto diet,2011-12-01,0,2011,12
keto diet,2012-01-01,1,2012,1
keto diet,2012-02-01,1,2012,2
keto diet,2012-03-01,1,2012,3
keto diet,2012-04-01,1,2012,4
keto diet,2012-05-01,1,2012,5
keto diet,2012-06-01,1,2012,6
keto diet,2012-07-01,1,2012,7
keto diet,2012-08-01,1,2012,8
keto diet,2012-09-01,1,2012,9
keto diet,2012-10-01,1,2012,10
keto diet,2012-11-01,1,2012,11
keto diet,2012-12-01,1,2012,12
keto diet,2013-01-01,1,2013,1
keto diet,2013-02-01,1,2013,2
keto diet,2013-03-01,1,2013,3
keto diet,2013-04-01,1,2013,4
keto diet,2013-05-01,1,2013,5
keto diet,2013-06-01,1,2013,6
keto diet,2013-07-01,1,2013,7
keto diet,2013-08-01,1,2013,8
keto diet,2013-09-01,2,2013,9
keto diet,2013-10-01,1,2013,10
keto diet,2013-11-01,1,2013,11
keto diet,2013-12-01,1,2013,12
keto diet,2014-01-01,2,2014,1
keto diet,2014-02-01,1,2014,2
keto diet,2014-03-01,1,2014,3
keto diet,2014-04-01,2,2014,4
keto diet,2014-05-01,2,2014,5
keto diet,2014-06-01,1,2014,6
keto diet,2014-07-01,2,2014,7
keto diet,2014-08-01,2,2014,8
keto diet,2014-09-01,1,2014,9
keto diet,2014-10-01,1,2014,10
keto diet,2014-11-01,1,2014,11
keto diet,2014-12-01,1,2014,12
keto diet,2015-01-01,2,2015,1
keto diet,2015-02-01,2,2015,2
keto diet,2015-03-01,2,2015,3
keto diet,2015-04-01,2,2015,4
keto diet,2015-05-01,2,2015,5
keto diet,2015-06-01,2,2015,6
keto diet,2015-07-01,2,2015,7
keto diet,2015-08-01,2,2015,8
keto diet,2015-09-01,2,2015,9
keto diet,2015-10-01,2,2015,10
keto diet,2015-11-01,2,2015,11
keto diet,2015-12-01,2,2015,12
keto diet,2016-01-01,2,2016,1
keto diet,2016-02-01,3,2016,2
keto diet,2016-03-01,3,2016,3
keto diet,2016-04-01,4,2016,4
keto diet,2016-05-01,4,2016,5
keto diet,2016-06-01,5,2016,6
keto diet,2016-07-01,5,2016,7
keto diet,2016-08-01,6,2016,8
keto diet,2016-09-01,6,2016,9
keto diet,2016-10-01,6,2016,10
keto diet,2016-11-01,6,2016,11
keto diet,2016-12-01,6,2016,12
keto diet,2017-01-01,13,2017,1
keto diet,2017-02-01,12,2017,2
keto diet,2017-03-01,14,2017,3
keto diet,2017-04-01,16,2017,4
keto diet,2017-05-01,18,2017,5
keto diet,2017-06-01,21,2017,6
keto diet,2017-07-01,22,2017,7
keto diet,2017-08-01,23,2017,8
keto diet,2017-09-01,23,2017,9
keto diet,2017-10-01,29,2017,10
keto diet,2017-11-01,27,2017,11
keto diet,2017-12-01,28,2017,12
keto diet,2018-01-01,55,2018,1
keto diet,2018-02-01,47,2018,2
keto diet,2018-03-01,48,2018,3
keto diet,2018-04-01,56,2018,4
keto diet,2018-05-01,64,2018,5
keto diet,2018-06-01,68,2018,6
keto diet,2018-07-01,75,2018,7
keto diet,2018-08-01,75,2018,8
keto diet,2018-09-01,61,2018,9
keto diet,2018-10-01,56,2018,10
keto diet,2018-11-01,53,2018,11
keto diet,2018-12-01,54,2018,12
keto diet,2019-01-01,100,2019,1
keto diet,2019-02-01,74,2019,2
keto diet,2019-03-01,73,2019,3
keto diet,2019-04-01,61,2019,4
keto diet,2019-05-01,59,2019,5
keto diet,2019-06-01,61,2019,6
keto diet,2019-07-01,63,2019,7
keto diet,2019-08-01,61,2019,8
keto diet,2019-09-01,53,2019,9
keto diet,2019-10-01,47,2019,10
keto diet,2019-11-01,42,2019,11
keto diet,2019-12-01,37,2019,12
keto diet,2020-01-01,63,2020,1
keto diet,2020-02-01,45,2020,2
keto diet,2020-03-01,29,2020,3
keto diet,2020-04-01,31,2020,4
keto diet,2020-05-01,40,2020,5
keto diet,2020-06-01,43,2020,6
keto diet,2020-07-01,40,2020,7
keto diet,2020-08-01,39,2020,8
keto diet,2020-09-01,31,2020,9
keto diet,2020-10-01,29,2020,10
keto diet,2020-11-01,21,2020,11
keto diet,2020-12-01,20,2020,12
keto diet,2021-01-01,34,2021,1
keto diet,2021-02-01,29,2021,2
keto diet,2021-03-01,28,2021,3
keto diet,2021-04-01,26,2021,4
keto diet,2021-05-01,24,2021,5
keto diet,2021-06-01,23,2021,6
keto diet,2021-07-01,20,2021,7
keto diet,2021-08-01,18,2021,8
keto diet,2021-09-01,18,2021,9
keto diet,2021-10-01,17,2021,10
keto diet,2021-11-01,15,2021,11
keto diet,2021-12-01,14,2021,12
keto diet,2022-01-01,24,2022,1
keto diet,2022-02-01,20,2022,2
keto diet,2022-03-01,20,2022,3
keto diet,2022-04-01,18,2022,4
keto diet,2022-05-01,17,2022,5
keto diet,2022-06-01,17,2022,6
keto diet,2022-07-01,16,2022,7
keto diet,2022-08-01,15,2022,8
keto diet,2022-09-01,13,2022,9
keto diet,2022-10-01,12,2022,10
keto diet,2022-11-01,11,2022,11
keto diet,2022-12-01,10,2022,12
keto diet,2023-01-01,17,2023,1
keto diet,2023-02-01,14,2023,2
keto diet,2023-03-01,13,2023,3
keto diet,2023-04-01,13,2023,4
keto diet,2023-05-01,12,2023,5
keto diet,2023-06-01,12,2023,6
keto diet,2023-07-01,12,2023,7
keto diet,2023-08-01,12,2023,8
keto diet,2023-09-01,11,2023,9
keto diet,2023-10-01,10,2023,10
keto diet,2023-11-01,9,2023,11
keto diet,2023-12-01,8,2023,12
keto diet,2024-01-01,13,2024,1
keto diet,2024-02-01,12,2024,2
keto diet,2024-03-01,11,2024,3
keto diet,2024-04-01,11,2024,4
keto diet,2024-05-01,10,2024,5
keto diet,2024-06-01,10,2024,6
keto diet,2024-07-01,10,2024,7
keto diet,2024-08-01,10,2024,8
keto diet,2024-09-01,10,2024,9
keto diet,2024-10-01,9,2024,10
low carb diets,2004-01-01,100,2004,1
low carb diets,2004-02-01,70,2004,2
low carb diets,2004-03-01,59,2004,3
low carb diets,2004-04-01,62,2004,4
low carb diets,2004-05-01,77,2004,5
low carb diets,2004-06-01,58,2004,6
low carb diets,2004-07-01,54,2004,7
low carb diets,2004-08-01,40,2004,8
low carb diets,2004-09-01,37,2004,9
low carb diets,2004-10-01,35,2004,10
low carb diets,2004-11-01,33,2004,11
low carb diets,2004-12-01,25,2004,12
low carb diets,2005-01-01,36,2005,1
low carb diets,2005-02-01,32,2005,2
low carb diets,2005-03-01,29,2005,3
low carb diets,2005-04-01,27,2005,4
low carb diets,2005-05-01,29,2005,5
low carb diets,2005-06-01,25,2005,6
low carb diets,2005-07-01,23,2005,7
low carb diets,2005-08-01,17,2005,8
low carb diets,2005-09-01,17,2005,9
low carb diets,2005-10-01,17,2005,10
low carb diets,2005-11-01,16,2005,11
low carb diets,2005-12-01,14,2005,12
low carb diets,2006-01-01,22,2006,1
low carb diets,2006-02-01,19,2006,2
low carb diets,2006-03-01,18,2006,3
low carb diets,2006-04-01,16,2006,4
low carb diets,2006-05-01,17,2006,5
low carb diets,2006-06-01,16,2006,6
low carb diets,2006-07-01,18,2006,7
low carb diets,2006-08-01,17,2006,8
low carb diets,2006-09-01,14,2006,9
low carb diets,2006-10-01,16,2006,10
low carb diets,2006-11-01,15,2006,11
low carb diets,2006-12-01,12,2006,12
low carb diets,2007-01-01,22,2007,1
low carb diets,2007-02-01,15,2007,2
low carb diets,2007-03-01,16,2007,3
low carb diets,2007-04-01,17,2007,4
low carb diets,2007-05-01,14,2007,5
low carb diets,2007-06-01,15,2007,6
low carb diets,2007-07-01,15,2007,7
low carb diets,2007-08-01,14,2007,8
low carb diets,2007-09-01,15,2007,9
low carb diets,2007-10-01,14,2007,10
low carb diets,2007-11-01,13,2007,11
low carb diets,2007-12-01,12,2007,12
low carb diets,2008-01-01,20,2008,1
low carb diets,2008-02-01,15,2008,2
low carb diets,2008-03-01,16,2008,3
low carb diets,2008-04-01,18,2008,4
low carb diets,2008-05-01,16,2008,5
low carb diets,2008-06-01,16,2008,6
low carb diets,2008-07-01,24,2008,7
low carb diets,2008-08-01,19,2008,8
low carb diets,2008-09-01,14,2008,9
low carb diets,2008-10-01,13,2008,10
low carb diets,2008-11-01,11,2008,11
low carb diets,2008-12-01,8,2008,12
low carb diets,2009-01-01,15,2009,1
low carb diets,2009-02-01,13,2009,2
low carb diets,2009-03-01,12,2009,3
low carb diets,2009-04-01,13,2009,4
low carb diets,2009-05-01,12,2009,5
low carb diets,2009-06-01,11,2009,6
low carb diets,2009-07-01,12,2009,7
low carb diets,2009-08-01,12,2009,8
low carb diets,2009-09-01,10,2009,9
low carb diets,2009-10-01,8,2009,10
low carb diets,2009-11-01,9,2009,11
low carb diets,2009-12-01,7,2009,12
low carb diets,2010-01-01,12,2010,1
low carb diets,2010-02-01,11,2010,2
low carb diets,2010-03-01,10,2010,3
low carb diets,2010-04-01,12,2010,4
low carb diets,2010-05-01,10,2010,5
low carb diets,2010-06-01,9,2010,6
low carb diets,2010-07-01,10,2010,7
low carb diets,2010-08-01,11,2010,8
low carb diets,2010-09-01,9,2010,9
low carb diets,2010-10-01,7,2010,10
low carb diets,2010-11-01,6,2010,11
low carb diets,2010-12-01,6,2010,12
low carb diets,2011-01-01,10,2011,1
low carb diets,2011-02-01,10,2011,2
low carb diets,2011-03-01,9,2011,3
low carb diets,2011-04-01,10,2011,4
low carb diets,2011-05-01,9,2011,5
low carb diets,2011-06-01,9,2011,6
low carb diets,2011-07-01,8,2011,7
low carb diets,2011-08-01,8,2011,8
low carb diets,2011-09-01,7,2011,9
low carb diets,2011-10-01,7,2011,10
low carb diets,2011-11-01,7,2011,11
low carb diets,2011-12-01,6,2011,12
low carb diets,2012-01-01,9,2012,1
low carb diets,2012-02-01,8,2012,2
low carb diets,2012-03-01,8,2012,3
low carb diets,2012-04-01,9,2012,4
low carb diets,2012-05-01,8,2012,5
low carb diets,2012-06-01,8,2012,6
low carb diets,2012-07-01,8,2012,7
low carb diets,2012-08-01,7,2012,8
low carb diets,2012-09-01,7,2012,9
low carb diets,2012-10-01,6,2012,10
low carb diets,2012-11-01,5,2012,11
low carb diets,2012-12-01,5,2012,12
low carb diets,2013-01-01,7,2013,1
low carb diets,2013-02-01,6,2013,2
low carb diets,2013-03-01,6,2013,3
low carb diets,2013-04-01,6,2013,4
low carb diets,2013-05-01,6,2013,5
low carb diets,2013-06-01,6,2013,6
low carb diets,2013-07-01,6,2013,7
low carb diets,2013-08-01,5,2013,8
low carb diets,2013-09-01,5,2013,9
low carb diets,2013-10-01,5,2013,10
low carb diets,2013-11-01,5,2013,11
low carb diets,2013-12-01,4,2013,12
low carb diets,2014-01-01,7,2014,1
low carb diets,2014-02-01,6,2014,2
low carb diets,2014-03-01,7,2014,3
low carb diets,2014-04-01,6,2014,4
low carb diets,2014-05-01,6,2014,5
low carb diets,2014-06-01,5,2014,6
low carb diets,2014-07-01,5,2014,7
low carb diets,2014-08-01,6,2014,8
low carb diets,2014-09-01,7,2014,9
low carb diets,2014-10-01,5,2014,10
low carb diets,2014-11-01,5,2014,11
low carb diets,2014-12-01,4,2014,12
low carb diets,2015-01-01,6,2015,1
low carb diets,2015-02-01,5,2015,2
low carb diets,2015-03-01,5,2015,3
low carb diets,2015-04-01,5,2015,4
low carb diets,2015-05-01,5,2015,5
low carb diets,2015-06-01,5,2015,6
low carb diets,2015-07-01,5,2015,7
low carb diets,2015-08-01,5,2015,8
low carb diets,2015-09-01,5,2015,9
low carb diets,2015-10-01,5,2015,10
low carb diets,2015-11-01,4,2015,11
low carb diets,2015-12-01,3,2015,12
low carb diets,2016-01-01,5,2016,1
low carb diets,2016-02-01,5,2016,2
low carb diets,2016-03-01,5,2016,3
low carb diets,2016-04-01,5,2016,4
low carb diets,2016-05-01,5,2016,5
low carb diets,2016-06-01,5,2016,6
low carb diets,2016-07-01,4,2016,7
low carb diets,2016-08-01,4,2016,8
low carb diets,2016-09-01,5,2016,9
low carb diets,2016-10-01,4,2016,10
low carb diets,2016-11-01,4,2016,11
low carb diets,2016-12-01,3,2016,12
low carb diets,2017-01-01,6,2017,1
low carb diets,2017-02-01,5,2017,2
low carb diets,2017-03-01,6,2017,3
low carb diets,2017-04-01,5,2017,4
low carb diets,2017-05-01,5,2017,5
low carb diets,2017-06-01,5,2017,6
low carb diets,2017-07-01,4,2017,7
low carb diets,2017-08-01,5,2017,8
low carb diets,2017-09-01,4,2017,9
low carb diets,2017-10-01,5,2017,10
low carb diets,2017-11-01,4,2017,11
low carb diets,2017-12-01,4,2017,12
low carb diets,2018-01-01,6,2018,1
low carb diets,2018-02-01,5,2018,2
low carb diets,2018-03-01,5,2018,3
low carb diets,2018-04-01,5,2018,4
low carb diets,2018-05-01,5,2018,5
low carb diets,2018-06-01,4,2018,6
low carb diets,2018-07-01,4,2018,7
low carb diets,2018-08-01,6,2018,8
low carb diets,2018-09-01,4,2018,9
low carb diets,2018-10-01,4,2018,10
low carb diets,2018-11-01,3,2018,11
low carb diets,2018-12-01,3,2018,12
low carb diets,2019-01-01,5,2019,1
low carb diets,2019-02-01,4,2019,2
low carb diets,2019-03-01,4,2019,3
low carb diets,2019-04-01,4,2019,4
low carb diets,2019-05-01,4,2019,5
low carb diets,2019-06-01,3,2019,6
low carb diets,2019-07-01,3,2019,7
low carb diets,2019-08-01,3,2019,8
low carb diets,2019-09-01,3,2019,9
low carb diets,2019-10-01,3,2019,10
low carb diets,2019-11-01,3,2019,11
low carb diets,2019-12-01,2,2019,12
low carb diets,2020-01-01,4,2020,1
low carb diets,2020-02-01,4,2020,2
low carb diets,2020-03-01,2,2020,3
low carb diets,2020-04-01,3,2020,4
low carb diets,2020-05-01,3,2020,5
low carb diets,2020-06-01,3,2020,6
low carb diets,2020-07-01,3,2020,7
low carb diets,2020-08-01,3,2020,8
