search_term,date,interest_score,year,month
sleep quality,2016-06-01,34,2016,6
sleep quality,2016-07-01,33,2016,7
sleep quality,2016-08-01,32,2016,8
sleep quality,2016-09-01,36,2016,9
sleep quality,2016-10-01,40,2016,10
sleep quality,2016-11-01,36,2016,11
sleep quality,2016-12-01,32,2016,12
sleep quality,2017-01-01,36,2017,1
sleep quality,2017-02-01,41,2017,2
sleep quality,2017-03-01,41,2017,3
sleep quality,2017-04-01,42,2017,4
sleep quality,2017-05-01,38,2017,5
sleep quality,2017-06-01,34,2017,6
sleep quality,2017-07-01,39,2017,7
sleep quality,2017-08-01,37,2017,8
sleep quality,2017-09-01,40,2017,9
sleep quality,2017-10-01,42,2017,10
sleep quality,2017-11-01,42,2017,11
sleep quality,2017-12-01,36,2017,12
sleep quality,2018-01-01,41,2018,1
sleep quality,2018-02-01,44,2018,2
sleep quality,2018-03-01,44,2018,3
sleep quality,2018-04-01,42,2018,4
sleep quality,2018-05-01,38,2018,5
sleep quality,2018-06-01,39,2018,6
sleep quality,2018-07-01,38,2018,7
sleep quality,2018-08-01,42,2018,8
sleep quality,2018-09-01,42,2018,9
sleep quality,2018-10-01,47,2018,10
sleep quality,2018-11-01,45,2018,11
sleep quality,2018-12-01,37,2018,12
sleep quality,2019-01-01,46,2019,1
sleep quality,2019-02-01,44,2019,2
sleep quality,2019-03-01,47,2019,3
sleep quality,2019-04-01,44,2019,4
sleep quality,2019-05-01,41,2019,5
sleep quality,2019-06-01,41,2019,6
sleep quality,2019-07-01,43,2019,7
sleep quality,2019-08-01,38,2019,8
sleep quality,2019-09-01,44,2019,9
sleep quality,2019-10-01,48,2019,10
sleep quality,2019-11-01,45,2019,11
sleep quality,2019-12-01,39,2019,12
sleep quality,2020-01-01,46,2020,1
sleep quality,2020-02-01,46,2020,2
sleep quality,2020-03-01,38,2020,3
sleep quality,2020-04-01,43,2020,4
sleep quality,2020-05-01,42,2020,5
sleep quality,2020-06-01,42,2020,6
sleep quality,2020-07-01,43,2020,7
sleep quality,2020-08-01,44,2020,8
sleep quality,2020-09-01,53,2020,9
sleep quality,2020-10-01,43,2020,10
sleep quality,2020-11-01,41,2020,11
sleep quality,2020-12-01,38,2020,12
sleep quality,2021-01-01,45,2021,1
sleep quality,2021-02-01,46,2021,2
sleep quality,2021-03-01,47,2021,3
sleep quality,2021-04-01,47,2021,4
sleep quality,2021-05-01,47,2021,5
sleep quality,2021-06-01,44,2021,6
sleep quality,2021-07-01,44,2021,7
sleep quality,2021-08-01,42,2021,8
sleep quality,2021-09-01,47,2021,9
sleep quality,2021-10-01,50,2021,10
sleep quality,2021-11-01,48,2021,11
sleep quality,2021-12-01,41,2021,12
sleep quality,2022-01-01,56,2022,1
sleep quality,2022-02-01,63,2022,2
sleep quality,2022-03-01,62,2022,3
sleep quality,2022-04-01,68,2022,4
sleep quality,2022-05-01,59,2022,5
sleep quality,2022-06-01,53,2022,6
sleep quality,2022-07-01,52,2022,7
sleep quality,2022-08-01,50,2022,8
sleep quality,2022-09-01,57,2022,9
sleep quality,2022-10-01,64,2022,10
sleep quality,2022-11-01,58,2022,11
sleep quality,2022-12-01,51,2022,12
sleep quality,2023-01-01,65,2023,1
sleep quality,2023-02-01,73,2023,2
sleep quality,2023-03-01,77,2023,3
sleep quality,2023-04-01,64,2023,4
sleep quality,2023-05-01,66,2023,5
sleep quality,2023-06-01,69,2023,6
sleep quality,2023-07-01,59,2023,7
sleep quality,2023-08-01,57,2023,8
sleep quality,2023-09-01,70,2023,9
sleep quality,2023-10-01,73,2023,10
sleep quality,2023-11-01,69,2023,11
sleep quality,2023-12-01,64,2023,12
sleep quality,2024-01-01,73,2024,1
sleep quality,2024-02-01,84,2024,2
sleep quality,2024-03-01,85,2024,3
sleep quality,2024-04-01,81,2024,4
sleep quality,2024-05-01,75,2024,5
sleep quality,2024-06-01,73,2024,6
sleep quality,2024-07-01,67,2024,7
sleep quality,2024-08-01,86,2024,8
sleep quality,2024-09-01,82,2024,9
sleep quality,2024-10-01,100,2024,10
